,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
2324,25,M,,Premium Membership,2016-03-30,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,141.97,35189.05,23.0,776.65,No,Yes,Yes,Solved in Follow-up,No reason specified,3
2325,57,M,Village,No Membership,2016-08-22,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,95.42,37060.04,29.0,511.37,No,Yes,No,Not Applicable,No reason specified,5
2326,16,M,,Silver Membership,2015-09-08,?,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8,49.67,28861.57,5.0,1173.2785544195694,No,Yes,No,Not Applicable,Poor Customer Service,3
2327,37,M,Town,No Membership,2015-11-25,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,5,281.63,39103.09,10.0,872.1147331520558,Yes,No,No,Not Applicable,Too many ads,5
2328,43,F,City,Gold Membership,2017-02-23,No,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,282.43,75174.49,18.0,791.54,Yes,Yes,No,Not Applicable,Reasonable Price,1
2329,53,F,City,Gold Membership,2017-04-23,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,253.75,13134.94,17.0,715.66,Yes,No,No,Not Applicable,Poor Website,4
2330,50,F,Town,Silver Membership,2015-12-27,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,32.5,13052.71,,660.48,No,Yes,Yes,No Information Available,Poor Website,4
2331,13,F,City,Premium Membership,2015-02-19,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,-999,91.37,24140.79,22.0,752.5,No,Yes,No,Not Applicable,Poor Product Quality,3
2332,25,F,Village,Silver Membership,2015-09-29,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,368.36,23394.78,27.0,,Yes,No,Yes,No Information Available,Poor Customer Service,3
2333,11,M,Town,Gold Membership,2015-05-23,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16,53.78,45556.69,7.0,745.19,Yes,No,No,Not Applicable,Poor Customer Service,3
2334,17,F,Town,Silver Membership,2016-01-16,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,18,251.47,8458.15,,677.89,Yes,Yes,No,Not Applicable,Poor Customer Service,4
2335,17,F,City,Silver Membership,2017-11-13,No,Gift Vouchers/Coupons,?,Mobile_Data,10,34.54,48118.36,15.0,735.97,No,Yes,Yes,Solved in Follow-up,Too many ads,3
2336,56,F,Village,Premium Membership,2015-03-31,No,Without Offers,Desktop,Fiber_Optic,15,327.64,35214.28,20.0,712.54,Yes,No,No,Not Applicable,Too many ads,3
2337,17,F,,Premium Membership,2016-11-18,Yes,Without Offers,Both,Wi-Fi,14,452.58,33672.8,11.0,1003.7195684229172,Yes,No,Yes,Unsolved,Poor Customer Service,3
2338,64,F,City,Silver Membership,2016-07-24,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,47.89,33453.66,27.0,722.97,No,Yes,No,Not Applicable,Poor Product Quality,3
2339,14,F,Town,Basic Membership,2017-07-24,No,Without Offers,Smartphone,Mobile_Data,24,245.44,32370.11,22.0,939.3425476222016,No,Yes,Yes,Unsolved,No reason specified,4
2340,36,M,,Silver Membership,2017-01-28,Yes,Without Offers,Smartphone,Mobile_Data,9,74.54,34846.35,28.0,649.6,No,Yes,Yes,No Information Available,Poor Website,4
2341,39,M,Town,Gold Membership,2015-09-05,?,Credit/Debit Card Offers,Desktop,Wi-Fi,2,93.28,80328.88,16.0,845.04,Yes,No,No,Not Applicable,User Friendly Website,1
2342,47,F,Town,Basic Membership,2016-09-27,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,322.32,42941.01,22.0,611.44,Yes,No,Yes,No Information Available,Poor Product Quality,5
2343,29,F,City,Basic Membership,2017-02-21,?,Gift Vouchers/Coupons,?,Mobile_Data,-999,170.55,23366.93,-18.711758503315497,544.09,No,Yes,No,Not Applicable,No reason specified,5
2344,18,F,City,Gold Membership,2017-05-04,No,Credit/Debit Card Offers,Both,Fiber_Optic,5,278.82,59675.42,2.0,728.62,Yes,Yes,No,Not Applicable,Quality Customer Care,2
2345,31,F,City,Platinum Membership,2016-10-20,Yes,Credit/Debit Card Offers,?,Wi-Fi,21,57.44,23682.7,27.0,724.99,Yes,No,Yes,Solved in Follow-up,No reason specified,3
2346,36,M,City,Gold Membership,2015-02-27,Yes,Credit/Debit Card Offers,?,Fiber_Optic,12,320.97,30830.83,27.0,635.51,No,Yes,Yes,Unsolved,Poor Website,4
2347,36,F,City,No Membership,2016-05-13,No,Without Offers,?,Wi-Fi,14,115.59,8357.18,20.0,619.49,Yes,No,No,Not Applicable,Poor Website,5
2348,41,F,City,Platinum Membership,2017-09-06,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,-999,199.63,29110.99,20.0,703.13,Yes,No,No,Not Applicable,Too many ads,3
2349,26,F,City,Gold Membership,2015-07-04,No,Without Offers,Smartphone,Fiber_Optic,13,34.65,64855.87,7.0,,Yes,No,Yes,Solved,User Friendly Website,1
2350,13,F,,Platinum Membership,2016-04-29,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,-679.4605244474238,13535.96,27.0,215.61311423550296,No,Yes,Yes,Solved in Follow-up,No reason specified,3
2351,44,M,Town,Silver Membership,2017-10-14,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3,862.65,15977.08,16.0,669.93,No,Yes,No,Not Applicable,No reason specified,4
2352,25,M,Village,Silver Membership,2017-01-30,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4,34.46,40876.82,,,No,Yes,No,Not Applicable,No reason specified,4
2353,42,M,Town,Basic Membership,2015-03-05,No,Without Offers,?,Wi-Fi,9,154.5,5095.55,21.0,601.78,No,Yes,No,Not Applicable,Too many ads,4
2354,17,Unknown,Town,Platinum Membership,2016-01-19,No,Gift Vouchers/Coupons,Both,Wi-Fi,-999,345.63,47045.76,28.0,391.8893037391287,Yes,No,Yes,Unsolved,Poor Product Quality,3
2355,56,F,Town,Silver Membership,2017-01-06,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,738.78,9736.88,8.0,,No,Yes,Yes,Solved,Poor Customer Service,3
2356,49,M,Town,Gold Membership,2015-05-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,100.64,21586.73,23.0,956.7933270590064,Yes,No,No,Not Applicable,Poor Product Quality,4
2357,59,F,City,Premium Membership,2016-10-07,?,Gift Vouchers/Coupons,?,Wi-Fi,7,51.32,25816.7,13.0,777.29,No,Yes,Yes,No Information Available,Poor Website,3
2358,61,F,City,Basic Membership,2017-02-12,Yes,Credit/Debit Card Offers,?,Wi-Fi,10,-677.0827428277737,40544.54,22.0,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4
2359,37,F,Town,No Membership,2015-11-24,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,801.99,47587.57,28.0,635.57,No,Yes,No,Not Applicable,Poor Customer Service,4
2360,59,F,,No Membership,2015-06-07,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,24,1168.5577881967188,12904.1,25.0,563.29,Yes,No,No,Not Applicable,Too many ads,5
2361,37,F,City,Premium Membership,2016-02-07,No,Without Offers,Smartphone,Fiber_Optic,5,455.72,27873.52,7.0,728.23,Yes,Yes,Yes,Solved,Poor Customer Service,3
2362,46,F,Town,No Membership,2015-01-26,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,13,34.87,47388.25,16.0,695.64,No,Yes,No,Not Applicable,Poor Customer Service,5
2364,57,F,,Silver Membership,2016-09-03,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,1150.87,21384.89,28.0,631.88,Yes,Yes,No,Not Applicable,Too many ads,4
2365,57,F,Village,Gold Membership,2015-08-28,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,34.58,41825.61,24.0,638.74,No,Yes,No,Not Applicable,Too many ads,4
2366,56,M,Town,Silver Membership,2016-07-13,No,Without Offers,Smartphone,Fiber_Optic,16,32.92,4302.44,16.0,675.51,Yes,No,Yes,Solved,Poor Website,4
2367,20,F,Town,Platinum Membership,2017-09-21,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,1111.2406163649316,11531.19,23.0,1192.1719914581522,Yes,No,Yes,No Information Available,Too many ads,3
2368,61,F,Town,Basic Membership,2015-06-16,No,Credit/Debit Card Offers,?,Mobile_Data,14,80.29,10795.52,23.0,389.18946172307534,Yes,No,No,Not Applicable,Poor Website,5
2369,26,M,City,Premium Membership,2015-09-08,Yes,Without Offers,Smartphone,Mobile_Data,21,279.93,41433.09,16.0,1104.5236489184128,Yes,No,Yes,Solved,Poor Customer Service,3
2370,20,M,,Platinum Membership,2016-05-10,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,368.51,31601.67,2.0,782.91,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,2
2371,14,F,Town,No Membership,2016-07-17,Yes,Without Offers,Smartphone,Mobile_Data,9,311.12,9349.54,9.0,623.39,No,Yes,No,Not Applicable,No reason specified,5
2372,11,F,City,Basic Membership,2017-01-15,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,441.07,828.04,25.0,506.19,No,Yes,Yes,No Information Available,Poor Website,5
2373,56,F,Town,No Membership,2017-06-16,Yes,Gift Vouchers/Coupons,?,Mobile_Data,18,113.38,1369.52,26.0,645.25,No,Yes,No,Not Applicable,Poor Website,5
2374,26,M,Town,Premium Membership,2015-10-08,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,49.82,83470.55,13.0,745.41,Yes,No,Yes,No Information Available,User Friendly Website,2
2375,20,M,Village,Gold Membership,2016-01-03,No,Credit/Debit Card Offers,?,Mobile_Data,22,86.75,42023.37,,797.12,Yes,No,Yes,Unsolved,No reason specified,3
2376,17,F,City,No Membership,2017-01-26,No,Without Offers,?,Mobile_Data,17,31.98,44435.53,9.0,600.33,No,Yes,Yes,Solved,Poor Product Quality,5
2377,60,F,Town,Basic Membership,2017-02-22,No,Without Offers,Desktop,Fiber_Optic,9,56.51,3000.93,8.0,554.2,No,Yes,No,Not Applicable,No reason specified,5
2378,15,M,Town,Gold Membership,2017-09-12,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,8,54.54,11797.6,8.0,768.6,No,Yes,No,Not Applicable,Poor Product Quality,3
2379,57,F,,Silver Membership,2016-04-11,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,32.57,31746.44,16.0,785.32,Yes,No,No,Not Applicable,Poor Customer Service,3
2380,27,M,,Platinum Membership,2015-07-16,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,24,241.75,57334.77,19.0,733.02,Yes,Yes,Yes,No Information Available,Reasonable Price,2
2381,31,M,City,Basic Membership,2015-04-26,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,297.9,32774.3,,574.96,No,Yes,Yes,No Information Available,No reason specified,5
2382,45,M,City,Platinum Membership,2017-10-01,No,Without Offers,Smartphone,Wi-Fi,6,387.41,68674.95,7.0,758.91,Yes,Yes,No,Not Applicable,Quality Customer Care,1
2383,25,F,Town,Premium Membership,2016-09-15,No,Without Offers,?,Fiber_Optic,3,321.38,30721.96,9.0,1273.799122503778,No,Yes,Yes,Solved in Follow-up,User Friendly Website,1
2384,38,F,Village,Basic Membership,2015-04-29,?,Without Offers,?,Fiber_Optic,11,214.8,44993.65,17.0,1057.6690311243262,Yes,No,Yes,No Information Available,No reason specified,5
2385,46,F,Town,Premium Membership,2015-04-27,Yes,Without Offers,Desktop,Mobile_Data,19,178.11,11231.91,10.0,710.86,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3
2386,61,F,Village,Gold Membership,2016-02-09,Yes,Without Offers,Smartphone,Fiber_Optic,18,936.6710536140404,31106.51,14.0,,No,Yes,Yes,Unsolved,Poor Customer Service,4
2387,35,F,Town,Gold Membership,2017-01-23,Yes,Gift Vouchers/Coupons,?,Wi-Fi,3,743.41,25420.14,10.0,707.04,No,Yes,No,Not Applicable,No reason specified,3
2388,38,M,City,Platinum Membership,2015-10-22,No,Without Offers,Desktop,Fiber_Optic,8,248.58,14948.64,13.0,751.22,Yes,No,Yes,Solved in Follow-up,No reason specified,3
2389,44,F,Town,Silver Membership,2016-08-25,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,1408.869046291221,79549.49,13.0,714.87,No,Yes,No,Not Applicable,Products always in Stock,2
2390,23,M,Town,Silver Membership,2016-10-12,Yes,Without Offers,Both,Fiber_Optic,13,2126.36,44220.8,18.0,633.36,No,Yes,No,Not Applicable,Too many ads,4
2391,64,F,,Basic Membership,2016-07-23,Yes,Without Offers,Smartphone,Wi-Fi,14,85.76,31267.49,22.0,898.389827701773,Yes,No,Yes,No Information Available,No reason specified,5
2392,31,M,City,Platinum Membership,2017-01-13,Yes,Credit/Debit Card Offers,?,Mobile_Data,3,515.37,8499.1,18.0,341.6460847958232,Yes,No,No,Not Applicable,Poor Product Quality,3
2393,33,F,City,Gold Membership,2015-11-16,No,Without Offers,Smartphone,Wi-Fi,7,53.81,46939.88,2.1732424124364087,647.85,No,Yes,Yes,No Information Available,Poor Website,4
2394,64,M,,Basic Membership,2016-11-17,No,Without Offers,Desktop,Wi-Fi,12,119.59,33387.43,20.0,294.2866501540426,No,Yes,No,Not Applicable,No reason specified,5
2395,44,M,City,Platinum Membership,2016-07-25,No,Without Offers,Desktop,Fiber_Optic,19,157.42,17191.03,5.0,1057.7513560534326,No,Yes,Yes,Solved,Products always in Stock,1
2396,52,M,City,Basic Membership,2015-07-08,Yes,Without Offers,Desktop,Wi-Fi,21,121.39,29317.46,5.0,500.24,No,Yes,No,Not Applicable,No reason specified,5
2397,25,F,City,Gold Membership,2017-09-15,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,-999,-548.9389015323273,22935.89,9.0,,Yes,No,Yes,Unsolved,Poor Product Quality,3
2398,39,M,Town,Gold Membership,2016-05-31,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,208.11,65541.04,11.0,735.08,Yes,Yes,No,Not Applicable,User Friendly Website,2
2399,32,M,Town,Gold Membership,2016-10-05,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,80.47,42222.87,23.0,383.5804346737074,No,Yes,Yes,Solved,Poor Website,4
2400,28,M,Village,Platinum Membership,2016-08-10,Yes,Credit/Debit Card Offers,?,Wi-Fi,17,557.27,4492.99,17.0,708.65,Yes,No,No,Not Applicable,Poor Product Quality,3
2401,63,F,Town,Gold Membership,2016-03-18,No,Credit/Debit Card Offers,Both,Fiber_Optic,17,373.24,27028.85,27.0,318.72485725627536,Yes,No,Yes,Unsolved,Poor Customer Service,3
2402,61,F,Town,No Membership,2015-10-07,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,2350.2763572086424,21019.12,26.0,-67.90620526592447,Yes,Yes,Yes,Solved,Poor Customer Service,4
2403,27,F,City,Gold Membership,2017-01-16,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,30.67,44025.44,10.0,723.63,Yes,No,Yes,Solved,Poor Customer Service,3
2404,64,M,Town,Silver Membership,2015-11-10,No,Without Offers,?,Wi-Fi,2,36.62,48469.16,23.0,728.76,Yes,No,No,Not Applicable,Poor Product Quality,3
2405,36,F,Town,Gold Membership,2017-12-13,?,Gift Vouchers/Coupons,?,Mobile_Data,14,34.5,37963.1,22.0,746.76,No,Yes,Yes,Solved in Follow-up,Too many ads,3
2406,28,M,City,Premium Membership,2016-08-31,No,Without Offers,Desktop,Fiber_Optic,9,187.42,19440.42,19.0,742.87,No,Yes,No,Not Applicable,Too many ads,3
2407,20,F,Town,Basic Membership,2015-01-10,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,26,-1037.747909908944,4658.45,18.0,680.55,Yes,No,No,Not Applicable,Poor Website,4
2408,52,M,Town,No Membership,2016-10-29,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,1002.3175930361866,15336.43,15.0,1004.10310301364,Yes,No,Yes,Solved,Poor Customer Service,4
2409,42,M,Village,No Membership,2017-11-17,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13,78.3,47247.73,25.0,619.9,No,Yes,Yes,Solved in Follow-up,Poor Website,5
2410,64,M,,Basic Membership,2017-10-03,Yes,Gift Vouchers/Coupons,?,Mobile_Data,15,915.464351038852,16275.31,27.0,634.61,No,Yes,Yes,Solved,Too many ads,4
2411,14,F,Town,No Membership,2017-11-14,Yes,Without Offers,Smartphone,Wi-Fi,16,195.88,38553.38,17.0,711.18,Yes,No,No,Not Applicable,Poor Website,4
2412,57,M,Town,Silver Membership,2017-01-08,Yes,Without Offers,?,Mobile_Data,5,75.39,32993.62,,,No,Yes,No,Not Applicable,Too many ads,3
2413,33,F,Town,No Membership,2016-09-04,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19,82.4,17008.42,9.0,502.77,Yes,No,Yes,Solved,Poor Product Quality,5
2414,29,F,Town,No Membership,2017-03-05,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,235.99,3181.25,6.0,608.82,No,Yes,No,Not Applicable,No reason specified,4
2415,29,F,City,No Membership,2016-02-13,No,Gift Vouchers/Coupons,Both,Wi-Fi,25,340.83,6960.3,12.0,703.62,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4
2416,57,M,City,Basic Membership,2015-11-12,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,213.65,5966.98,26.0,681.35,Yes,No,Yes,Unsolved,Poor Product Quality,4
2417,37,M,City,Basic Membership,2015-01-03,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,119.76,15121.62,29.0,667.09,Yes,No,No,Not Applicable,Poor Product Quality,5
2418,35,M,Town,Premium Membership,2017-05-08,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,20,57.99,25724.94,9.0,725.37,No,Yes,Yes,Solved,No reason specified,3
2419,12,F,City,Premium Membership,2016-11-12,Yes,Credit/Debit Card Offers,Both,Mobile_Data,3,880.86,25752.02,9.0,713.81,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
2420,10,F,City,No Membership,2016-05-11,Yes,Without Offers,Smartphone,Fiber_Optic,24,101.87,39830.37,9.0,697.87,No,Yes,Yes,Unsolved,Poor Product Quality,4
2421,64,F,Town,Silver Membership,2017-03-02,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10,130.19,13620.98,6.0,764.01,Yes,No,Yes,Unsolved,Quality Customer Care,2
2422,39,M,Town,Silver Membership,2017-03-08,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,32.15,16520.02,,763.39,No,Yes,No,Not Applicable,Too many ads,3
2423,44,F,Village,Premium Membership,2016-12-06,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,46.63,92934.3,9.0,717.0,No,Yes,No,Not Applicable,User Friendly Website,2
2424,64,F,City,Gold Membership,2017-04-01,No,Without Offers,Smartphone,Fiber_Optic,22,168.76,22163.6,5.0,731.54,No,Yes,Yes,Solved,Products always in Stock,2
2425,42,F,City,Premium Membership,2015-06-03,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999,36.2,34656.91,,704.68,No,Yes,Yes,Solved,Poor Website,3
2426,44,F,Town,Basic Membership,2016-10-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,586.32,24995.36,21.0,589.87,Yes,No,No,Not Applicable,No reason specified,5
2427,13,F,,Gold Membership,2017-01-07,No,Gift Vouchers/Coupons,?,Fiber_Optic,6,238.08,13983.01,26.0,619.89,Yes,No,Yes,No Information Available,No reason specified,4
2428,14,M,City,Gold Membership,2015-03-29,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,121.21,19673.83,16.0,783.41,No,Yes,No,Not Applicable,Products always in Stock,1
2429,60,M,City,Gold Membership,2016-07-05,No,Credit/Debit Card Offers,?,Fiber_Optic,4,-561.5297180776654,18492.46,20.0,738.38,Yes,Yes,Yes,Solved in Follow-up,Poor Website,3
2430,25,M,City,Silver Membership,2016-02-10,Yes,Credit/Debit Card Offers,?,Mobile_Data,20,97.32,33942.28,24.0,,No,Yes,No,Not Applicable,Poor Customer Service,4
2431,28,F,City,Basic Membership,2017-10-16,Yes,Credit/Debit Card Offers,?,Fiber_Optic,16,881.31,5366.02,19.0,819.2405628107657,Yes,No,Yes,Solved,Poor Customer Service,5
2432,48,F,,Gold Membership,2017-08-03,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,198.94,35120.92,,463.0736379698883,No,Yes,No,Not Applicable,Poor Product Quality,3
2433,55,F,City,No Membership,2017-10-23,No,Without Offers,?,Wi-Fi,6,219.87,31370.94,14.0,532.35,No,Yes,No,Not Applicable,Poor Product Quality,5
2434,19,F,Village,No Membership,2017-10-31,Yes,Gift Vouchers/Coupons,?,Fiber_Optic,2,40.28,13946.0,22.0,632.7,No,Yes,No,Not Applicable,Poor Customer Service,4
2435,61,F,,Premium Membership,2016-03-21,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,351.85,35739.99,18.0,771.0,No,Yes,No,Not Applicable,Poor Website,3
2437,32,F,Village,No Membership,2016-10-01,?,,Smartphone,Wi-Fi,23,648.09,10006.44,10.0,507.96,Yes,Yes,Yes,Solved in Follow-up,No reason specified,5
2438,36,M,Village,Premium Membership,2016-05-15,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,131.62,14766.81,5.0,773.87,Yes,No,Yes,Unsolved,No reason specified,3
2439,49,M,Village,Platinum Membership,2015-08-11,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,12,693.29,2496.55,8.0,772.39,Yes,No,No,Not Applicable,User Friendly Website,1
2440,46,M,,No Membership,2015-06-24,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,137.43,41403.06,12.0,9.837590639684606,Yes,No,Yes,Unsolved,Too many ads,5
2441,24,M,Town,Platinum Membership,2015-04-22,?,Credit/Debit Card Offers,Smartphone,Wi-Fi,15,1210.3964035163567,15420.65,11.0,732.56,Yes,No,No,Not Applicable,Quality Customer Care,2
2442,11,M,Town,No Membership,2017-12-07,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,30.03,20990.57,7.0,618.2,Yes,No,No,Not Applicable,Poor Product Quality,5
2443,61,F,City,Basic Membership,2015-07-21,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,25,313.19,6212.63,25.0,694.08,Yes,No,No,Not Applicable,Poor Product Quality,5
2444,41,F,,Gold Membership,2017-10-10,Yes,Without Offers,Smartphone,Mobile_Data,12,417.21,34482.72,7.0,381.7157070802561,No,Yes,Yes,Unsolved,Products always in Stock,2
2445,15,F,City,No Membership,2015-12-04,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,163.36,16900.97,6.0,699.84,No,Yes,No,Not Applicable,Too many ads,5
2446,37,F,Town,Silver Membership,2017-05-27,No,Credit/Debit Card Offers,Both,Wi-Fi,6,211.29,10563.63,29.0,710.54,Yes,No,No,Not Applicable,Poor Product Quality,4
2447,38,F,,Basic Membership,2017-02-21,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,396.16,14658.36,15.0,698.96,Yes,No,Yes,Unsolved,Too many ads,5
2448,23,F,City,Basic Membership,2017-04-06,No,Without Offers,Smartphone,Wi-Fi,14,232.93,13540.47,17.0,632.42,Yes,Yes,No,Not Applicable,Poor Website,5
2449,56,F,Town,Gold Membership,2015-08-16,?,Credit/Debit Card Offers,?,Mobile_Data,4,1236.6203860614753,2627.46,-23.637702266875355,818.48,Yes,Yes,No,Not Applicable,Products always in Stock,1
2450,20,M,Town,No Membership,2017-12-24,No,Without Offers,?,Mobile_Data,17,33.54,20343.42,,1158.8690239954044,Yes,No,Yes,No Information Available,No reason specified,5
2451,24,F,City,No Membership,2017-01-26,No,Credit/Debit Card Offers,?,Fiber_Optic,15,185.18,28589.41,24.0,526.13,No,Yes,No,Not Applicable,No reason specified,5
2452,49,M,Town,Platinum Membership,2017-04-29,?,Credit/Debit Card Offers,Desktop,Mobile_Data,25,385.73,11193.22,7.0,786.11,No,Yes,Yes,No Information Available,Reasonable Price,2
2453,30,F,City,Basic Membership,2015-07-18,?,Without Offers,?,Mobile_Data,20,195.29,27111.28,21.0,,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5
2454,57,M,Town,Silver Membership,2017-03-09,Yes,Without Offers,Smartphone,Mobile_Data,7,1992.734109062248,39593.59,18.0,628.32,Yes,No,No,Not Applicable,No reason specified,4
